x, y
0, 0.6851851851851851
1.0476190476190474, 0.7037037037037037
1.9047619047619047, 0.7037037037037037
2.952380952380952, 0.7037037037037037
3.9047619047619047, 0.7222222222222222
4.857142857142857, 0.7222222222222222
5.809523809523809, 0.7037037037037037
6.761904761904762, 0.7222222222222222
7.619047619047619, 0.7222222222222222
8.476190476190476, 0.6851851851851851
9.333333333333332, 0.6296296296296295
10.095238095238095, 0.5740740740740741
10.857142857142856, 0.4629629629629629
11.714285714285714, 0.3333333333333333
12.571428571428571, 0.2222222222222222
13.428571428571427, 0.12962962962962962
14.19047619047619, 0.07407407407407407
14.95238095238095, 0.05555555555555555
15.809523809523808, 0.09259259259259259
16.476190476190474, 0.14814814814814814
17.047619047619047, 0.2037037037037037
17.71428571428571, 0.2962962962962963
18.285714285714285, 0.37037037037037035
19.047619047619047, 0.42592592592592593
19.904761904761905, 0.5185185185185185
20.857142857142858, 0.5740740740740741
21.619047619047617, 0.611111111111111
22.476190476190474, 0.6296296296296295
23.333333333333332, 0.6481481481481481
