x, y
0.09090909090909091, 1.2777777777777777
1, 1.3148148148148147
1.8181818181818183, 1.3703703703703702
2.7272727272727275, 1.4074074074074074
3.5454545454545454, 1.4444444444444444
4.2727272727272725, 1.4629629629629628
5.090909090909091, 1.4629629629629628
5.818181818181818, 1.4814814814814814
6.545454545454546, 1.4444444444444444
7.181818181818182, 1.3518518518518519
7.7272727272727275, 1.2407407407407407
8.090909090909092, 1.1296296296296295
8.454545454545455, 0.9814814814814814
8.90909090909091, 0.8518518518518519
9.090909090909092, 0.7037037037037037
9.454545454545455, 0.5185185185185185
9.818181818181818, 0.37037037037037035
10.090909090909092, 0.18518518518518517
10.363636363636363, 0.018518518518518517
10.727272727272728, -0.16666666666666666
11, -0.3333333333333333
11.454545454545455, -0.5185185185185185
11.818181818181818, -0.7037037037037037
12.363636363636363, -0.8518518518518519
12.818181818181818, -1.037037037037037
13.727272727272728, -1.1296296296296295
14.545454545454547, -1.0555555555555556
15.181818181818182, -0.8703703703703703
15.545454545454547, -0.7407407407407407
16.09090909090909, -0.5740740740740741
16.454545454545453, -0.42592592592592593
16.727272727272727, -0.31481481481481477
17.181818181818183, -0.1111111111111111
17.636363636363637, 0.037037037037037035
18.09090909090909, 0.2037037037037037
18.363636363636363, 0.35185185185185186
18.727272727272727, 0.5
19.454545454545457, 0.6666666666666666
20.09090909090909, 0.8148148148148148
20.727272727272727, 0.9074074074074073
21.363636363636363, 1.0185185185185184
22.09090909090909, 1.1296296296296295
22.81818181818182, 1.2037037037037037
